category,message,uz-UZ,oz-UZ,ru-RU,en-US,kk-UZ,tg-TG,kz-KZ,tm-TM,kg-KG
app,"Auth Key","Autentifikatsiya kaliti","Аутентификация калити","Ключ аутентификации",,,,,,
app,"Author Counts","Mualliflar soni","Муаллифлар сони","Кол-во авторов",,,,,,
app,"Author Information",Muallif,Муаллиф,Автор,,,,,,
app,"AUTHOR IS APPROVED","Muallif tasdiqlangan","Муаллиф тасдиқланган","Автор утвержден",,,,,,
app,"AUTHOR IS NOT APPROVED","Muallif tasdiqlanmagan","Муаллиф тасдиқланмаган","Автор не утвержден",,,,,,
app,"Author Request",So'rov,Сўров,Запрос,,,,,,
app,Authors,Mualliflar,Муаллифлар,Авторы,,,,,,
app,"Autumn End Date","Kuzgi semestr yakuni","Кузги семестр якуни","Окончание осеннего семестра",,,,,,
app,"Autumn Period","Kuzgi davr","Кузги давр","Осенний период",,,,,,
app,"Autumn Start Date","Kuzgi semestr boshi","Кузги семестр боши","Начало осеннего семестра",,,,,,
app,"Avvalgi ta'lim ma'lumoti","Avvalgi ta’lim haqida hujjat","Аввалги таълим ҳақида ҳужжат","Документ о предыдущем образовании","Previous education document",,,,,
app,"Avval tahsil olgan oliy ta'lim muassasasining nomi va tashkiliy-huquqiy shakli, o'qitish davri","Avval tahsil olgan oliy ta’lim muassasasining nomi va tashkiliy-huquqiy shakli, o‘qitish davri","Аввал таҳсил олган олий таълим муассасасининг номи ва ташкилий-ҳуқуқий шакли, ўқитиш даври","Название и организационно-правовая форма предыдущего высшего учебного заведения, срок обучения","Former Institution administered studies",,,,,
app,"Award Category","Yutuq turi","Ютуқ тури","Вид достижения",,,,,,
app,"Award Document","Yutuq hujjati","Ютуқ ҳужжати","Документ достижения",,,,,,
app,"Award Group","Yutuq toifasi","Ютуқ тоифаси",Категория,,,,,,
app,"Award Year","Yutuq yili","Ютуқ йили","Год достижения",,,,,,
app,Bachelor,Bakalavr,Бакалавр,Бакалавр,Bachelor,,,,,
app,Bachelor/Master,"Ta'lim turi","Таълим тури","Вид образования","Edu Type",,,,,
app,"Bachelor Specialty","Ta'lim yo'nalishi","Таълим йўналиши","Направление образование",,,,,,
app,"Back to Home","Asosiy sahifa","Асосий саҳифа","Главная страница",,,,,,
app,Backups,Arxivlar,Архивлар,Архивы,,,,,,
app,"Baholash daftarchasi raqami","Baholash daftarchasi raqami","Баҳолаш дафтарчаси рақами","Номер зачетной книжки","Academic record book number",,,,,
app,"Baholash tizimlari nomlari","Baholash tizimlari nomlari","Баҳолаш тизимлари номлари","Название систем оценки",,,,,,
app,"Baho turlarining nomlari","Baho turlari nomlari","Баҳо турлари номлари","Название видов оценки",,,,,,
app,"Bakalavriat ta’lim yo‘nalishlari","Bakalavriat ta’lim yo‘nalishlari","Бакалавриат таълим йўналишлари","Направления образования бакалавриатуры",,,,,,
app,"Bakalavriatura mutaxassisliklari","Bakalavriat ta’lim yo‘nalishlari","Бакалавриат таълим йўналишлари","Направления образования бакалавриатуры",,,,,,
app,Ball,Ball,Балл,Балл,,,,,,
app,"Ball / baho","Ball / Baho","Балл / Баҳо","Балл / Оценка","Grade / Mark",,,,,
app,"Bank Details","Bank ma'lumotlari","Банк маълумотлари","Банковские реквизиты","Bank Details",,,,,
app,"Batch Rate","Diplom ballari","Диплом баллари","Диломные баллы","Diploma marks",,,,,
app,"Batch rating students","Talabalarning diplom ballari","Талабаларнинг диплом баллари","Дипломные баллы студентов","Diploma marks of students",,,,,
app,"Begin Date","Boshlanish sanasi","Бошланиш санаси","Дата начало",,,,,,
app,"Berilgan daraja","Berilgan daraja","Берилган даража","Академический степень","Academic degree",,,,,
app,"Berilgan vaqti","Berilgan vaqti","Берилган вақти","Дата выдачи","Date of issue",,,,,
app,"Bilateral Contract","2 tomonlama","2 томонлама",Двухсторонний,,,,,,
app,"Birth Date","Tug‘ilgan sana","Туғилган сана","Дата рождения",,,,,,
app,"Bitiruvchining shaxsiy ma'lumotlari","BITIRUVCHINING SHAXSIY MA'LUMOTLARI","БИТИРУВЧИНИНГ ШАХСИЙ МАЪЛУМОТЛАРИ","ЛИЧНАЯ ИНФОРМАЦИЯ ВЫПУСКНИКА","PERSONAL INFORMATION OF THE GRADUATE",,,,,
app,"Bitiruvchi tamomlagan OTMning ma'lumotlari","BITIRUVCHINING TA'LIM MA'LUMOTLARI","БИТИРУВЧИНИНГ ТАЪЛИМ МАЪЛУМОТЛАРИ","ИНФОРМАЦИЯ О ВЫСШЕМ ОБРАЗОВАНИИ","INFORMATION ABOUT HIGHER EDUCATION",,,,,
app,"Bitiruv malakaviy ishi (magistrlik dissertatsiyasi) himoyasi","Bitiruv ishi (magistrlik dissertatsiyasi) himoyasi","Битирув иши (магистрлик диссертацияси) ҳимояси","Защита выпускных работ (магистерских диссертаций)","Defense of graduation theses (master's theses)",,,,,
app,"Bitta o'quv reja bo'lganligi sababli fanlarni moslashtirish amalga oshirilmaydi","O'quv rejalar bir xil bo'lganligi sababli fanlarni moslashtirish amalga oshirilmaydi","Ўқув режалар бир хил бўлганлиги сабабли фанларни мослаштириш амалга оширилмайди","Поскольку учебные программы совпадают, соответствия предметов не будет определятся","Since the curricula are the same, the correspondence of courses will not be determined",,,,,
app,"Blank Number","Blank raqami","Бланк рақами","Номер бланка","Blank Number",,,,,
app,Blocked,Bloklangan,Блокланган,Блокирован,,,,,,
app,"BMI (magistrlik dissertatsiyasi)ni bajarishga va topshirishga ruxsat berilgan buyruq raqami va sanasi","Bitiruv ishini (magistrlik dissertatsiyasi) bajarishga va topshirishga ruxsat berilgan buyruq raqami va sanasi","Битирув ишини (магистрлик диссертацияси) бажариш ва топширишга рухсат берилган буйруқ рақами ва санаси","Номер и дата приказа об утверждении темы и выполнении выпускных работ (магистерских диссертаций)","Number and date of the order on the approval of the topic and implementation of graduation thesis (master's thesis)",,,,,
app,Body,"Buyruq tarkibi","Буйруқ таркиби","Содержание приказа",,,,,,
app,Budget,Budjet,Бюджет,Бюджет,,,,,,
app,"Budget Student","Davlat granti","Давлат гранти","Гос. грант",,,,,,
app,"Bugun, {time}","Bugun, {time}","Бугун, {time}","Сегодня, {time}",,,,,,
app,Building,Bino,Бино,Здание,,,,,,
app,"Building [{code}] created successfully","Bino [{code}] muvaffaqiyatli yaratildi","Бино [{code}] муваффақиятли яратилди","Здание [{code}] успешно создано",,,,,,
app,"Building [{code}] deleted successfully","[{code}] bino muvaffaqiyatli o‘chirildi","[{code}] бино муваффақиятли ўчирилди","Здание [{code}] успешно удалено",,,,,,
app,"Building [{code}] updated successfully","[{code}] bino muvaffaqiyatli o‘zgartirildi","[{code}] бино муваффақиятли ўзгартирилди","Здание [{code}] успешно изменено",,,,,,
app,"Bu qanday kod?","Bu qanday kod?","Бу қандай код?","Что за код?",,,,,,
app,"Buyruq maqsadi","Buyruq maqsadi","Буйруқ мақсади","Цель приказа",,,,,,
app,"Buyruqni tanlang","Buyruqni tanlang","Буйруқни танланг","Выберите приказ",,,,,,
